EventID,EventName,Year,StartMonth,EndMonth,EventDayStart,EventDayEnd,Classification
5455,Listowel Mixed Doubles Cashspiel,2019,2,2,8,10,
5456,Slovakia Mixed Doubles Curling Cup,2019,2,2,21,24,
5457,WCT Austrian Mixed Doubles Cup,2018,10,10,18,21,
5458,CurlON Men's Cash Spiel - Leaside,2019,1,1,4,6,3
5459,Port Elgin Superspiel,2018,11,11,16,18,3
5460,Black Diamond / High River Cash,2018,11,11,23,25,3
5461,Battleford Mixed Doubles Fall Curling Classic,2018,8,9,31,3,
5462,Sutherland Mixed Doubles Curling Classic,2018,12,12,7,10,
5463,Callie Mixed Doubles Classic,2019,1,1,11,14,
5464,Nutana Mixed Doubles Classic,2019,2,2,15,18,
5465,Listowel Womens Classic,2018,11,12,30,2,
5466,City of Perth Ladies International,2018,12,12,6,9,2
5467,Alberta Boston Pizza Cup,2019,2,2,6,10,1
5468,Prague Classic,2018,11,11,1,4,3
5469,Stu Sells Toronto Cricket Mixed Doubles Cashspiel,2019,1,1,18,20,
5470,McKee Homes Fall Curling Classic,2018,10,10,12,14,3
5471,Dakota Challenger Spiel,2018,12,12,14,16,3
5472,Dakota Challenger Spiel,2018,12,12,14,16,2
5473,The Sunova Spiel at East St. Paul,2018,11,11,23,26,3
5474,The Sunova Spiel at East St. Paul,2018,11,11,23,26,2
5475,Huron ReproGraphics Oil Heritage Classic,2018,10,10,25,28,3
5476,Gefle Mixed Doubles Cup,2019,1,1,24,27,
5478,Dumfries Challenger Series,2018,12,12,13,16,3
5479,KKP Classic,2018,9,9,28,30,3
5480,Palmerston Mixed Doubles Spiel,2018,11,11,3,4,
5481,Kalamazoo Men's Classic,2018,10,10,12,14,3
5482,Fort Wayne Mad Anthony CashSpiel,2018,11,11,16,18,3
5483,Bud Light Men's Cash Spiel,2018,10,10,5,8,3
5484,New Scotland Clothing Ladies Cashspiel,2018,10,10,5,8,2
5485,Farmers Edge SCT,2018,12,12,7,9,3
5486,West City Honda Mens Curling Classic,2018,11,11,2,4,
5487,Manitoba Curling Tour Classic,2018,10,10,5,8,3
5489,Morris SunSpiel,2018,9,9,14,16,2
5490,Manitoba Curling Tour Classic,2018,9,9,28,30,2
5491,Ontario Tankard,2019,1,2,27,3,1
5492,Ontario Scotties,2019,1,2,27,3,0
5493,King Spud Classic Berth Spiel,2018,11,11,16,18,3
5494,Thistle Integrity Stakes,2018,12,12,1,3,3
5495,MCT Championships,2018,12,12,7,9,3
5496,MCT Championships,2018,12,12,7,9,2
5498,Ilderton Mixed Doubles Spiel,2018,11,11,24,25,
5502,Anita Cochrane Memorial Junior Men,2018,9,9,21,23,
5504,Rick Cotter Memorial Junior Womens Classic,2018,10,10,19,21,
5505,Rick Cotter Memorial Junior Mens Classic,2018,10,10,19,21,
5506,Optimist Junior Cashspiel,2018,11,11,10,12,
5507,Optimist Junior Cashspiel,2018,11,11,10,12,
5508,Schweizer Cup,2018,12,12,21,23,
5509,Schweizer Cup,2018,12,12,21,23,3
5510,Schweizer Cup,2018,12,12,21,23,2
5511,Morris Fall MJCT Spiel,2018,9,9,7,9,
5512,Morris Fall MJCT Spiel,2018,9,9,7,9,
5513,CanAM MJCT Spiel,2018,9,9,14,16,
5514,CanAM MJCT Spiel,2018,9,9,14,16,
5515,Larry Jones Junior Classic,2018,9,9,27,30,
5516,Larry Jones Junior Classic,2018,9,9,27,30,
5517,Stonewall Family Foods Junior Classic,2018,10,10,11,14,
5518,Stonewall Family Foods Junior Classic,2018,10,10,11,14,
5519,Heather MJCT Bonspiel,2018,10,10,19,21,
5520,Heather MJCT Bonspiel,2018,10,10,19,21,
5521,Quality Inn Winkler MJCT Junior Classic,2018,10,10,26,28,
5522,Quality Inn Winkler MJCT Junior Classic,2018,10,10,26,28,
5523,Westwood Inn Swan River MJCT Classic,2018,11,11,2,4,
5524,Westwood Inn Swan River MJCT Classic,2018,11,11,2,4,
5525,Kyle Flett Memorial MJCT,2018,11,11,8,11,
5526,Kyle Flett Memorial MJCT,2018,11,11,8,11,
5527,MJCT Tour Championships,2018,11,12,30,2,
5528,MJCT Tour Championships,2018,11,12,30,2,
5529,Curling Night in America,2018,8,8,27,29,
5530,Curling Night in America,2018,8,8,27,29,
5531,Curling Night in America,2018,8,8,27,29,
5533,Stirling Wheelchair Curling International,2018,10,10,16,19,
5534,Wheelchair Curling Baltic League: Stage 1,2018,9,9,13,17,
5539,Curling World Cup Suzhou,2018,9,9,10,16,
5540,Curling World Cup Suzhou,2018,9,9,10,16,
5541,Curlers Corner Mens U21 Bonspiel,2018,9,9,7,9,
5542,Curlers Corner Womens U21 Bonspiel,2018,9,9,7,9,
5545,Saguenay Mixed Doubles Challenger,2019,1,1,25,27,
5546,Curlers Corner Mens U18 Bonspiel,2018,9,9,7,9,
5547,Curlers Corner Womens U18 Bonspiel,2018,9,9,7,9,
5550,PEUGEOT Mixed Doubles Masters,2019,3,3,29,31,
5551,Qinghai Curling Elite,2018,12,12,14,19,3
5552,Qinghai Curling Elite,2018,12,12,14,19,2
5553,Pioneer Hi-Bred World Men's Curling Championship,2019,3,4,30,7,1
5554,China Open,2018,10,10,16,22,2
5555,China Open,2018,10,10,16,22,3
5556,Tallinn Wheelchair Curling International,2018,10,10,26,28,
5557,Obihiro ICE Gold Cup,2018,9,9,14,16,3
5558,International ZO Womens Tournament,2018,11,11,9,11,2
5559,Metropolis Open Junior Bonspiel,2018,11,11,2,4,
5560,The Curling Store Cashspiel,2018,9,9,28,30,3
5561,The Curling Store Cashspiel,2018,9,9,28,30,2
5562,NISSAN Curling Classic,2018,11,12,30,2,3
5563,Twin Ports Mixed Doubles Classic,2018,11,11,23,25,
5564,Minebea Mitsumi Cup,2018,10,10,6,8,3
5566,Humboldt SWCT,2018,11,12,30,2,2
5568,Lady Monctonian Invitational Spiel,2018,10,10,19,21,2
5571,Regina Callie Rockoberfest,2018,10,10,12,14,2
5572,Saskatoon Nutana SWCT Event,2018,11,11,2,4,2
5573,Moose Jaw SWCT Event,2018,11,11,16,18,2
5574,Lakeshore U21 Junior Womens Spiel,2018,10,10,26,28,
5575,Lakeshore U16 Junior Womens Spiel,2018,10,10,26,28,
5576,Lakeshore U21 Junior Mens Spiel,2018,10,10,26,28,
5577,Lakeshore U16 Junior Mens Spiel,2018,10,10,26,28,
5578,TBayTel Major League of Curling,2019,10,1,3,23,
5579,Curling World Cup Omaha,2018,12,12,5,9,
5580,Curling World Cup Omaha,2018,12,12,5,9,
5581,Curling World Cup Omaha,2018,12,12,5,9,
5582,Curling World Cup Jonkoping,2019,1,2,30,3,
5583,Curling World Cup Jonkoping,2019,1,2,30,3,
5584,Curling World Cup Jonkoping,2019,1,2,30,3,
5585,Curling World Cup Grand Final,2019,5,5,8,12,
5586,Curling World Cup Grand Final,2019,5,5,8,12,
5587,Curling World Cup Grand Final,2019,5,5,8,12,
5588,North Hill Thanksgiving U18 Bonspiel,2018,10,10,6,8,
5589,North Hill Thanksgiving U18 Bonspiel,2018,10,10,6,8,
5590,The Dumfries Open,2018,10,10,5,7,3
5593,Red Square Classic,2019,1,2,30,3,
5594,WCT Arctic Cup,2019,5,5,22,27,2
5595,Red Deer Elks Junior Mens Spiel,2018,10,10,12,14,
5596,Red Deer Elks Junior Womens Spiel,2018,10,10,12,14,
5597,Nova Scotia Deloitte Tankard - Qualifier,2019,1,1,4,6,1
5598,New Brunswick Tankard,2019,1,1,23,27,1
5599,New Brunswick Scotties,2019,1,1,21,27,0
5600,Nova Scotia AMJ Campbell Junior Mens,2018,12,12,27,31,
5601,Nova Scotia AMJ Campbell Junior Womens,2018,12,12,27,31,
5608,Challenge de Curling de Gatineau Open,2018,10,10,17,21,
5609,Saskatoon Nutana Cash,2018,10,10,12,14,3
5610,Balmoral Harvest Junior Mens Classic,2018,10,10,19,21,
5611,Balmoral Harvest Junior Womens Classic,2018,10,10,19,21,
5612,Heather MJCT U15 Bonspiel,2018,10,10,19,21,
5613,Banff U18 Junior Womens Spiel,2018,10,10,26,28,
5614,Banff U18 Junior Mens Spiel,2018,10,10,26,28,
5615,Banff U15 Junior Spiel,2018,10,10,26,28,
5616,Challenge Nord-Ouest Air Creebec,2018,11,11,1,4,3
5617,Norway Open Mixed Doubles,2018,11,11,2,4,
5618,Bele Wrana Memorial,2018,11,12,30,2,
5619,Gothenburg Mixed Doubles Cup,2018,12,12,28,30,
5621,Paf Aland Mixed Doubles Cup,2019,3,3,1,3,
5622,USA U-21 Qualifier Potomac,2018,11,11,2,4,
5623,USA U-21 Qualifier Potomac,2018,11,11,2,4,
5624,Leduc LIONS Junior Mens Bonspiel,2018,11,11,2,4,
5625,Leduc LIONS Junior Womens Bonspiel,2018,11,11,2,4,
5626,Okotoks U15 Bonspiel,2018,11,11,3,4,
5627,Okotoks U18 Mens Bonspiel,2018,11,11,17,18,
5628,Okotoks U18 Womens Bonspiel,2018,11,11,17,18,
5629,Experience Curling Classic,2018,11,11,7,11,3
5630,Experience Curling Classic,2018,11,11,7,11,2
5631,Pacific-Asia Curling Championships,2018,11,11,3,10,1
5632,Pacific-Asia Curling Championships,2018,11,11,3,10,0
5633,Airdrie U15 Junior Spiel,2018,11,11,9,11,
5634,Airdrie U18 Junior Mens Bonspiel,2018,11,11,9,11,
5635,Airdrie U18 Junior Womens Bonspiel,2018,11,11,9,11,
5636,Oak Island Junior Mens Cashspiel,2018,11,11,9,11,
5637,Oak Island Junior Womens Cashspiel,2018,11,11,9,11,
5638,USA U-21 Qualifier Bismarck,2018,11,11,9,11,
5639,USA U-21 Qualifier Bismarck,2018,11,11,9,11,
5640,Americas Challenge,2018,11,11,15,18,
5641,Sherwood Park U15 Junior Bonspiel,2018,11,11,16,18,
5642,Sherwood Park U21 Junior Mens Bonspiel,2018,11,11,16,18,
5643,Sherwood Park U21 Junior Womens Bonspiel,2018,11,11,16,18,
5644,Vic Open Assurances Jean Gamache,2019,1,1,4,6,3
5645,Moose Jaw Cash Spiel,2018,11,11,16,18,3
5646,Manitoba Scotties Berth Bonspiel,2018,11,11,8,11,0
5647,Regina Highland Cashspiel,2018,11,11,9,11,3
5648,New Brunswick Papa John's Pizza Junior Mens Prelims,2018,11,12,29,2,
5650,Crestwood U18 Juvenile Womens Bonspiel,2018,11,12,30,2,
5651,Crestwood U18 Juvenile Mens Bonspiel,2018,11,12,30,2,
5652,EJCT Austrian Womens Cup,2018,11,12,30,2,
5653,EJCT Austrian Mens Cup,2018,11,12,30,2,
5654,Finale du Circuit,2018,11,12,29,2,3
5655,Caledonian Tour Hardie Senior Open,2018,11,12,30,2,
5656,BC Scotties Open Event #1,2018,12,12,14,16,0
5657,BC Scotties Open Event #2,2019,1,1,4,6,0
5658,BC Scotties,2019,1,2,29,3,0
5659,BC Mens - Kootenay Playdowns,2018,12,12,14,16,1
5660,BC Mens - Island Playdowns,2018,12,12,14,16,1
5661,BC Mens - Okanagan Playdowns,2018,12,12,14,16,1
5662,BC Mens - Lower Mainland Playdowns,2018,12,12,14,16,1
5663,BC Mens - OPEN Playdown,2019,1,1,11,14,1
5664,BC Mens - North Playdown,2018,12,12,14,16,1
5665,Jiffy Lube Alberta Scotties,2019,1,1,23,27,0
5666,Viterra Saskatchewan Women's Challenge,2018,12,12,14,16,0
5667,Alberta Scotties - Qualifier 2,2019,1,1,3,6,0
5669,Alberta Boston Pizza Cup - Qualifier 1,2019,1,1,3,6,1
5670,Alberta Boston Pizza Cup - Qualifier 2,2019,1,1,10,13,1
5671,Alberta Boston Pizza Cup - Qualifier 3,2019,1,1,11,14,1
5672,Cochrane U18 Junior Mens Spiel,2018,11,12,30,2,
5673,Cochrane U18 Junior Womens Spiel,2018,11,12,30,2,
5674,Russian Curling Cup,2018,12,12,3,9,
5675,CurlON Women's Cash Spiel - Midland,2018,12,12,14,16,2
5676,CurlON Women's Cash Spiel - Leaside,2019,1,1,4,6,2
5677,Ontario Scotties - Open Qualifier,2019,1,1,11,13,0
5678,GNCC Club Playdowns,2018,12,12,6,9,
5679,GNCC Club Playdowns,2018,12,12,6,9,
5680,USA U-21 Qualifier Portage,2018,12,12,7,9,
5681,USA U-21 Qualifier Portage,2018,12,12,7,9,
5683,North of 60 Medical Solutions NWT Junior Championships,2018,12,12,13,16,
5684,North of 60 Medical Solutions NWT Junior Championships,2018,12,12,13,16,
5685,Manitoba Viterra - Winnipeg Regional,2018,12,12,14,16,
5686,Manitoba Scotties - South Regional,2018,12,12,15,16,1
5687,Manitoba Scotties - West 1 Regional,2018,12,12,14,15,0
5688,Manitoba Scotties - West 2 Regional,2018,12,12,15,16,0
5689,Manitoba Scotties - Winnipeg Regional,2018,12,12,14,16,0
5690,Manitoba Viterra - North Regional,2018,12,12,14,16,1
5691,Manitoba Viterra - East Regional,2018,12,12,14,16,1
5692,Manitoba Viterra - South 1 Regional,2018,12,12,14,16,1
5693,Manitoba Viterra - South 2 Regional,2018,12,12,14,16,1
5694,Manitoba Viterra - West 1 Regional,2018,12,12,14,16,1
5695,Manitoba Viterra - West 2 Regional,2018,12,12,14,16,1
5696,Quebec Tankard - Qualification,2018,12,12,13,16,3
5697,USA Mixed Doubles Challenge Round,2018,12,12,20,23,
5698,Russian Curling Cup,2018,12,12,21,25,
5699,Northern Ontario Tankard - East Qualifier,2018,12,12,21,23,1
5700,Ontario Junior Curling Championships,2018,12,12,27,30,
5701,Ontario Junior Curling Championships,2018,12,12,27,30,
5702,New Brunswick Papa John's Pizza U21 Championships,2018,12,12,27,30,
5703,New Brunswick Papa John's Pizza U21 Championships,2018,12,12,27,30,
5704,PEI Pepsi Juniors,2018,12,12,27,30,
5705,PEI Pepsi Juniors,2018,12,12,27,30,
5706,BC Junior Mens Provincial Championship,2019,12,1,27,1,
5707,BC Junior Womens Provincial Championship,2019,12,1,27,1,
5708,Northern Ontario Best Western U21 Provincials,2018,12,12,27,30,
5709,Northern Ontario Best Western U21 Provincials,2018,12,12,27,30,
5710,Saskatchewan Junior Mens Provincials,2018,12,12,27,31,
5711,Saskatchewan Junior Womens Provincials,2018,12,12,27,31,
5712,Wisconsin U18 Boys Championship,2018,12,12,27,30,
5713,Wisconsin U18 Girls Championship,2018,12,12,27,30,
5714,Wisconsin U21 Junior Mens Championship,2018,12,12,28,30,
5715,Quebec Performance Brush Junior Provincials,2019,1,1,3,7,
5716,Quebec Performance Brush Junior Provincials,2019,1,1,3,7,
5717,Manitoba Canola Junior Provincials,2019,1,1,2,7,
5718,Manitoba Canola Junior Provincials,2019,1,1,2,7,
5719,Alberta Junior Provincials,2019,1,1,2,6,
5720,Alberta Junior Provincials,2019,1,1,2,6,
5721,USA Men's Challenge Round,2019,1,1,3,6,1
5722,USA Women's Challenge Round,2019,1,1,4,6,0
5723,Swedish Championship,2019,1,1,2,6,0
5724,Swedish Championship,2019,1,1,2,6,1
5725,Red Deer Servus U18 Women,2019,1,1,4,6,
5726,Red Deer Servus U18 Men,2019,1,1,4,6,
5727,Saskatchewan Viterra Last Chance,2019,1,1,4,6,0
5728,Saskatchewan Tour Championship,2019,1,1,4,6,3
5729,NL Scotties,2019,1,1,8,13,0
5730,The Big Spiel,2019,1,1,10,13,
5731,NWT Masters,2019,1,1,10,13,
5732,NWT Scotties,2019,1,1,10,13,0
5733,PEI Tankard,2019,1,1,9,13,1
5734,PEI Scotties,2019,1,1,9,13,0
5735,NB Tankard Preliminaries,2019,1,1,11,13,1
5736,NB Scotties Preliminaries,2019,1,1,11,13,0
5737,WCT Kurosawa Cup,2019,1,1,12,14,3
5738,Northern Ontario Men's West Qualifier,2019,1,1,10,13,1
5739,USA Curling Junior Nationals Championship,2019,1,1,13,19,
5740,USA Curling Junior Nationals Championship,2019,1,1,13,19,
5741,Quebec WFG Tankard,2019,1,1,13,19,1
5742,Quebec Scotties,2019,1,1,13,19,0
5743,Strathmore Junior Cash Spiel,2019,1,1,19,20,
5744,New Holland Canadian Junior Mens Championship,2019,1,1,19,27,
5745,New Holland Canadian Junior Womens Championship,2019,1,1,19,27,
5746,Men's World Qualification Event,2019,1,1,18,23,1
5747,Women's World Qualification Event,2019,1,1,18,23,0
5748,Nova Scotia Scotties,2019,1,1,21,27,0
5749,Nova Scotia Deloitte Tankard,2019,1,1,21,27,1
5750,SaskTel Mens Northerns,2019,1,1,18,20,1
5751,SaskTel Mens Southerns,2019,1,1,18,20,1
5752,Saskatchewan Viterra Scotties,2019,1,1,22,27,0
5753,Manitoba Scotties,2019,1,1,23,27,0
5754,Russian Mixed Doubles Curling Championship,2019,1,1,22,28,
5755,Northern Ontario Tankard,2019,1,2,30,3,1
5756,Northern Ontario Scotties,2019,1,2,30,3,0
5757,Innisfail U15 Bonspiel,2019,1,1,26,27,
5758,Innisfail U18 Boys Bonspiel,2019,1,1,26,27,
5759,Innisfail U18 Girls Bonspiel,2019,1,1,26,27,
5760,Newfoundland & Labrador Tankard,2019,1,2,29,3,1
5761,Oshawa Mixed Doubles Cash Spiel,2010,2,2,1,2,
5762,Northwest Territories Mens Championship,2019,2,2,7,10,1
5763,Aberdeen International Curling Championship,2019,3,3,14,17,3
5764,USA Curling National Championships,2019,2,2,9,16,1
5765,SWISSCURLING League,2019,1,1,25,27,3
5766,USA Curling National Championships,2019,2,2,9,16,0
5767,SWISSCURLING Championship,2019,2,2,9,17,1
5768,SWISSCURLING Championship,2019,2,2,9,17,0
5769,Norwegian Curling Championship,2019,2,2,8,10,
5770,Yukon Mens Curling Championship,2019,2,2,7,10,1
5771,Simms Home Hardware New Brunswick U18 Championships,2019,2,2,8,10,
5772,Simms Home Hardware New Brunswick U18 Championships,2019,2,2,8,10,
5773,Teulon MJCT Mens Spiel,2019,2,2,8,10,
5774,Teulon MJCT Womens Spiel,2019,2,2,8,10,
5775,Scottish Curling Championships,2019,2,2,10,16,1
5776,Scottish Curling Championships,2019,2,2,10,16,0
5777,ZEN-NOH Japan Curling Championships,2019,2,2,12,17,1
5778,ZEN-NOH Japan Curling Championships,2019,2,2,12,17,0
5779,World Junior Curling Championships,2019,2,2,16,23,
5780,World Junior Curling Championships,2019,2,2,16,23,
5781,Scotties Tournament of Hearts,2019,2,2,16,24,0
5782,NWTCA Curling Club Championships,2019,2,2,14,17,
5783,NWTCA Curling Club Championships,2019,2,2,14,17,
5785,California State Club Championship,2019,2,2,16,17,
5786,Scottish Junior Curling Championships,2019,1,1,23,27,
5787,Scottish Junior Curling Championships,2019,1,1,23,27,
5788,Swiss Cup Basel,2019,10,10,3,6,3
5789,Amsterdam Inn Suites New Brunswick Senior Championship,2019,2,2,20,24,
5790,Amsterdam Inn Suites New Brunswick Senior Championship,2019,2,2,20,24,
5791,New Brunswick Mixed Doubles Championship,2019,2,2,22,24,
5792,GNCC Mixed Championship,2019,2,2,21,24,
5793,Russian World Qualification,2019,2,2,21,25,0
5794,Russian World Qualification,2019,2,2,21,25,1
5795,Russian World Qualification,2019,2,2,21,25,
5796,USA Five and Under National Championship,2019,2,2,22,24,
5797,USA Curling Senior Mens National Championship,2019,2,3,25,3,
5798,USA Curling Senior Womens National Championship,2019,3,3,1,3,
5799,USA Curling Mixed Doubles National Championship,2019,2,3,26,3,
5800,NWTCA Senior Mens Championship,2019,2,3,28,3,
5801,NWTCA Senior Womens Championship,2019,2,3,28,3,
5802,Krasnoyarsk 2019 Winter Universiade,2019,3,3,2,10,
5803,Krasnoyarsk 2019 Winter Universiade,2019,3,3,2,10,
5804,World Wheelchair Curling Championship,2019,3,3,3,10,
5805,USA Curling College Championship,2019,3,3,8,10,
5806,USA Curling Club National Championship,2019,3,3,9,16,
5807,USA Curling Club National Championship,2019,3,3,9,16,
5808,USA Curling Mixed National Championship,2019,3,3,24,30,
5809,New Brunswick Curling Club Championships,2019,3,3,14,17,
5810,New Brunswick Curling Club Championships,2019,3,3,14,17,
5811,USA Curling U18 Championships,2019,3,3,14,17,
5812,USA Curling U18 Championships,2019,3,3,14,17,
5813,New Brunswick U15 Junior Mixed Championship,2019,3,3,15,17,
5814,New Brunswick U21 Junior Mixed Championship,2019,3,3,15,17,
5815,NWTCA Mixed Championships,2019,3,3,14,17,
5816,Maritime Masters Champinships,2019,3,3,15,17,
5817,Maritime Masters Champinships,2019,3,3,15,17,
5820,Morris MJCT Womens Spiel,2019,3,3,22,24,
5821,Morris MJCT Mens Spiel,2019,3,3,22,24,
5822,NBCA Mixed Curling Championship,2019,3,3,22,24,
5823,Swedish Junior Championships,2018,12,12,6,9,
5824,Swedish Junior Championships,2018,12,12,6,9,
5827,Dakota Territory 5 and Under Championship,2019,3,3,29,31,
5828,AJCT Players' Championship,2019,3,3,29,31,
5829,AJCT Players' Championship,2019,3,3,29,31,
5830,Don Baldwin Memorial MJCT,2019,4,4,5,7,
5831,Don Baldwin Memorial MJCT,2019,4,4,5,7,
5832,OJCT U21 Championships,2019,4,4,26,28,
5833,OJCT U18 Championships,2019,4,4,26,28,
5834,OJCT U18 Championships,2019,4,4,26,28,
5835,OJCT U21 Championships,2019,4,4,26,28,
5836,International Wheelchair Curling Summer Tournament,2019,7,7,5,7,
5837,USA Arena National Men's Curling Championship,2019,5,5,5,11,
5838,USA Arena National Women's Curling Championship,2019,5,5,5,11,
5839,Hokkaido Bank Curling Classic,2019,8,8,1,4,3
5840,Hokkaido Bank Curling Classic,2019,8,8,1,4,2
5841,ADVICS Cup,2019,8,8,9,12,3
5842,ADVICS Cup,2019,8,8,9,12,2
5843,Baden Masters,2019,8,8,23,25,3
5844,Cargill Curling Training Centre Icebreaker,2019,8,8,23,25,3
5845,Cargill Curling Training Centre Icebreaker,2019,8,8,23,25,2
5846,CAMERON'S Brewing Oakville Fall Classic,2019,8,9,30,2,2
5847,CAMERON'S Brewing Oakville Fall Classic,2019,8,9,30,2,3
5848,Stu Sells Oakville Tankard,2019,9,9,5,8,3
5849,Stu Sells Oakville Tankard,2019,9,9,5,8,2
5850,AMJ Campbell Shorty Jenkins Classic,2019,9,9,10,15,3
5851,AMJ Campbell Shorty Jenkins Classic,2019,9,9,10,15,2
5852,KW Fall Classic,2019,9,9,19,22,3
5853,KW Fall Classic,2019,9,9,19,22,2
5854,Booster Juice Shoot-Out,2019,9,9,12,15,2
5855,Beyer & Simonson US Open of Curling - Championships,2019,9,9,19,22,3
5856,Beyer & Simonson US Open of Curling - Championships,2019,9,9,19,22,2
5857,The Curling Store Cashspiel,2019,9,9,27,29,3
5858,The Curling Store Cashspiel,2019,9,9,27,29,2
5859,Cabot Spiel,2019,9,9,21,22,3
5860,Tallinn Mens International Challenger,2019,9,9,27,29,3
5861,Prestige Hotels & Resorts Curling Classic,2019,10,10,3,6,3
5862,Prestige Hotels & Resorts Curling Classic,2019,10,10,3,6,2
5863,Stu Sells Toronto Tankard,2019,10,10,3,7,3
5864,Stu Sells Toronto Tankard,2019,10,10,3,6,2
5865,Canad Inns Men's Classic,2019,10,10,11,14,3
5866,Manitoba Curling Tour Classic,2019,10,10,3,6,3
5867,Obihiro ICE Gold Cup,2019,9,9,13,14,2
5869,Masters,2019,10,10,22,27,3
5870,Masters,2019,10,10,22,27,2
5871,Kioti Tractor Tour Challenge Tier 1,2019,11,11,5,10,2
5872,Kioti Tractor Tour Challenge Tier 1,2019,11,11,5,10,3
5873,Kioti Tractor Tour Challenge Tier 2,2019,11,11,5,10,2
5874,Kioti Tractor Tour Challenge Tier 2,2019,11,11,5,10,3
5875,Latvia International Challenger,2019,10,10,24,27,3
5876,Latvia International Challenger,2019,10,10,24,27,2
5877,Tallinn Ladies International Challenger,2019,11,11,1,3,2
5878,Canad Inns Women's Classic,2019,10,10,17,20,2
5879,Royal LePage Women's Fall Classic,2019,10,11,31,3,2
5881,Blazing Leaves,2019,10,10,24,27,3
5882,Stroud Sleeman Cash Spiel,2019,10,10,17,20,2
5883,Stroud Sleeman Cash Spiel,2019,10,10,17,20,3
5884,Atkins Curling Supplies Classic,2019,10,10,25,28,3
5885,Atkins Curling Supplies Classic,2019,10,10,25,28,2
5886,DEKALB Superspiel,2019,11,11,1,4,2
5887,DEKALB Superspiel,2019,11,11,1,4,3
5888,Ashley HomeStore Curling Classic,2019,11,11,22,25,3
5889,Stu Sells 1824 Halifax Classic,2019,11,11,14,17,3
5890,Challenge Casino de Charlevoix,2019,11,11,21,24,3
5891,Home Hardware Canada Cup of Curling,2019,11,12,27,1,1
5892,Home Hardware Canada Cup of Curling,2019,11,12,27,1,0
5893,Boost National,2019,12,12,10,15,2
5894,Boost National,2019,12,12,10,15,3
5895,Meridian Canadian Open,2020,1,1,14,19,3
5896,Meridian Canadian Open,2020,1,1,14,19,2
5901,Karuizawa International,2019,12,12,19,22,2
5902,Karuizawa International,2019,12,12,19,22,3
5903,Driving Force Decks Int'l Abbotsford Cashspiel,2019,10,10,11,14,3
5904,Driving Force Decks Int'l Abbotsford Cashspiel,2019,10,10,11,14,2
5905,La Classique Ville de Levis,2019,10,10,11,14,3
5908,Moosehead Fall Open,2019,9,9,26,29,
5909,Moosehead Classic Open,2019,10,10,12,14,
5910,Dave Jones Stanhope Simpson Insurance Mayflower Cashspiel,2019,11,11,1,3,3
5911,Dave Jones Stanhope Simpson Insurance Mayflower Cashspiel,2019,11,11,1,3,2
5912,Tim Hortons Spitfire Arms Cash Spiel,2019,11,11,22,24,2
5913,Red Deer Curling Classic,2019,11,11,15,18,3
5914,Red Deer Curling Classic,2019,11,11,15,18,2
5915,International Bernese Ladies Cup,2020,1,1,9,12,
5916,MadTown DoubleDown presented by Leinenkugel,2019,11,11,1,3,
5917,King Cash Spiel,2019,9,9,13,15,3
5918,King Cash Spiel,2019,9,9,13,15,2
5919,Bud Light Men's Cash Spiel,2019,10,10,11,14,3
5920,New Scotland Clothing Ladies Cashspiel,2019,10,10,11,14,2
5921,Medicine Hat Charity Classic,2019,10,10,18,21,3
5922,Medicine Hat Charity Classic,2019,10,10,18,21,2
5923,Kamloops Crown of Curling,2019,10,10,25,27,3
5924,Kamloops Crown of Curling,2019,10,10,25,27,2
5925,Sunset Ranch Kelowna Double Cash,2019,11,11,9,11,
5926,Raymond James Kelowna Double Cash,2019,11,11,9,11,
5929,Anita Cochrane Memorial Junior Men,2019,9,9,20,22,
5930,Anita Cochrane Memorial Junior Women,2019,9,9,20,22,
5931,Rick Cotter Memorial Junior Womens Classic,2019,10,10,18,20,
5932,Rick Cotter Memorial Junior Mens Classic,2019,10,10,18,20,
5933,Optimist Junior Cashspiel,2019,11,11,9,11,
5934,Optimist Junior Cashspiel,2019,11,11,9,11,
5935,Golden Ears Junior Spiel,2019,10,10,11,14,
5936,Golden Ears Junior Spiel,2019,10,10,11,14,
5937,Kamloops Junior Spiel,2019,11,11,1,3,
5938,Kamloops Junior Spiel,2019,11,11,1,3,
5939,Mixed Doubles Bern,2019,11,11,15,17,
5940,WCT Mixed Doubles Cup Geising,2019,10,10,24,27,
5941,WCT Austrian Mixed Doubles Cup,2019,10,10,17,20,
5942,Norway Open Mixed Doubles,2019,10,10,11,13,
5943,Italian Mixed Doubles Cup,2019,12,12,12,15,
5944,Ontario Mixed Doubles Tour Championship,2020,2,2,21,23,
5945,Palmerston Mixed Doubles Spiel,2019,11,11,2,3,
5946,WCT Dutch Masters Mixed Doubles,2020,1,1,10,12,
5947,Let's Cure Lupus St. Paul Cash Spiel,2019,10,10,4,6,3
5948,Let's Cure Lupus St. Paul Cash Spiel,2019,10,10,4,6,2
5949,Ed Werenich Golden Wrench Classic presented by The Lodge Sasquatch Kitchen,2020,1,1,9,12,3
5950,Mother Club Fall Curling Classic,2019,9,9,19,22,3
5951,Mother Club Fall Curling Classic,2019,9,9,19,22,2
5952,Battleford Mixed Doubles Fall Curling Classic,2019,8,9,30,2,
5953,Westbay Hungarian Mixed Doubles Cup,2020,3,3,12,15,
5954,GOLDLINE Boucherville Mixed Doubles,2019,9,9,6,8,
