EventID,EventName,Year,StartMonth,EndMonth,EventDayStart,EventDayEnd,Classification
4983,Kyle Flett Memorial MJCT,2017,11,11,9,12,
4984,Kyle Flett Memorial MJCT,2017,11,11,9,12,
4985,MJCT Tour Championships,2017,12,12,1,4,
4986,MJCT Tour Championships,2017,12,12,1,4,
4987,COMCO Cash Spiel,2017,11,11,9,12,
4988,Port Elgin Superspiel,2017,11,11,17,19,
4989,Dakota Challenger Spiel,2017,12,12,15,16,
4990,Dakota Challenger Spiel,2017,12,12,15,16,
4991,Swiss Cup Basel,2017,9,10,28,1,
4992,West City Honda Mens Curling Classic,2017,11,11,3,5,
4993,Lakeshore Curling Club Cashspiel,2017,9,9,21,24,
4994,Lakeshore Curling Club Cashspiel,2017,9,9,21,24,
4995,WFG Jim Sullivan Curling Classic,2017,12,12,1,3,
4996,WFG Jim Sullivan Curling Classic,2017,12,12,1,3,
4997,Experience Curling Classic,2017,11,11,8,12,
4998,Experience Curling Classic,2017,11,11,8,12,
4999,BC Scotties Open Event #1,2017,12,12,8,10,
5000,Brantford Nissan Mens Classic,2017,12,12,1,3,
5001,King Spud Classic,2017,12,12,15,17,
5002,Curling Night in America,2017,8,8,24,26,
5003,Curling Night in America,2017,8,8,24,26,
5004,Curling Night in America - Doubles,2017,8,8,24,26,
5005,Everest Curling Challenge,2017,8,8,25,27,
5006,Japanese Olympic Trials,2017,9,9,8,10,
5007,MOPAC Mixed Doubles Championship,2017,11,11,10,12,
5008,1000 Islands Gananoque Open Cash Spiel,2017,11,11,23,25,
5009,Bud Light Men's Cashspiel,2017,10,10,6,9,
5010,New Scotland Clothing Ladies Cashspiel,2017,10,10,6,9,
5011,Southern States Mixed Doubles,2017,12,12,29,31,
5012,Express Mixed Doubles,2017,9,10,29,1,
5013,LODE Latvian Mixed Doubles Curling Cup 2,2018,4,4,12,15,
5014,The Dumfries Open,2017,10,10,6,8,
5015,Minebea Mitsumi Cup,2017,10,10,6,8,
5016,Highland SWCT Event,2017,9,10,28,1,
5017,Regina Callie Rockoberfest,2017,10,10,6,8,
5018,Saskatoon Nutana SWCT Event,2017,10,10,27,29,
5019,Moose Jaw SWCT Event,2017,11,11,3,5,
5020,Saskatoon Nutana Cash,2017,10,10,13,15,
5021,Moose Jaw Cash Spiel,2017,11,11,3,5,
5022,Regina Highland Cashspiel,2017,11,11,10,12,
5023,Farmers Edge SCT,2017,12,12,8,10,
5024,Saskatchewan Tour Championship,2018,1,1,5,7,
5025,Swiss Olympic Trials,2017,10,10,11,15,
5026,TBayTel Major League of Curling,2018,10,1,11,27,
5027,Atlantic Mixed Doubles,2017,10,10,14,15,
5028,Palmerston Mixed Doubles Spiel,2017,10,10,28,29,
5029,Banff U18 Junior Mens Spiel,2017,10,10,27,29,
5030,Banff U18 Junior Womens Spiel,2017,10,10,27,29,
5031,Leduc LIONS Junior Mens Bonspiel,2017,11,11,3,5,
5033,Pacific-Asia Curling Championship,2017,11,11,2,9,
5034,Pacific-Asia Curling Championship,2017,11,11,2,9,
5035,United States Olympic Curling Team Trials,2017,11,11,11,18,
5036,United States Olympic Curling Team Trials,2017,11,11,11,18,
5037,Pyeongchang Winter Games - Men,2018,2,2,14,25,
5038,Pyeongchang Winter Games - Women,2018,2,2,14,25,
5039,Viterra Championship,2019,2,2,6,11,1
5040,Viterra Berth Bonspiel,2017,11,11,10,12,
5041,Canadian Mixed Curling Championship,2017,11,11,12,19,
5042,Swedish Eliteserien,2018,11,1,9,28,
5043,Airdrie U15 Junior Spiel,2017,11,11,10,12,
5044,Airdrie U18 Junior Mens Bonspiel,2017,11,11,10,12,
5045,Airdrie U18 Junior Womens Bonspiel,2017,11,11,10,12,
5046,Scotties Berth Bonspiel,2017,11,11,10,12,
5047,Swedish Eliteserien,2018,11,1,10,28,
5048,Brazilian Mixed Doubles Championship,2017,11,11,15,19,
5049,Le Gruyere European Curling Championships,2017,11,11,17,25,
5050,Le Gruyere European Curling Championships,2017,11,11,17,25,
5051,Okotoks U15 Bonspiel,2017,11,11,17,19,
5052,Okotoks U18 Bonspiel,2017,11,11,17,19,
5053,USA Junior Men's National Qualifier,2017,11,11,17,19,
5054,USA Junior Women's National Qualifier,2017,11,11,17,19,
5055,Sherwood Park U21 Junior Mens Bonspiel,2017,11,11,17,19,
5056,Sherwood Park U21 Junior Womens Bonspiel,2017,11,11,17,19,
5057,Sherwood Park U15 Junior Bonspiel,2017,11,11,17,19,
5058,Listowel Mixed Doubles Cashspiel,2018,2,2,16,18,
5059,WCT Moscow Classic,2018,1,1,25,29,
5060,Finale du Circuit,2017,11,12,30,3,
5061,Papa Johns New Brunswick Junior Mens,2017,11,12,30,3,
5062,Papa Johns New Brunswick Junior Womens,2017,11,12,30,3,
5063,Saskatchewan Viterra Womens Challenge,2017,12,12,1,3,
5064,KW Granite U18 Boys Spiel,2017,12,12,8,10,
5065,KW Granite U18 Girls Spiel,2017,12,12,8,10,
5066,Crestwood U18 Juvenile Mens Bonspiel,2017,12,12,8,10,
5067,Crestwood U18 Juvenile Womens Bonspiel,2017,12,12,8,10,
5068,MCT Championships,2017,12,12,8,10,
5069,MCT Championships,2017,12,12,8,10,
5070,Dawson Creek Cash Spiel - Challenge,2017,12,12,8,10,
5071,USA Junior National Qualifier 3,2017,12,12,8,10,
5072,USA Junior National Qualifier 3,2017,12,12,8,10,
5073,United States Olympic Mixed Doubles Trials,2017,12,12,13,17,
5074,Estevan Power Dodge Curling Classic,2017,12,12,1,3,
5075,Nova Scotia Scotties Qualifier,2017,12,12,8,10,
5076,BC Mens - Kootenay Playdowns,2017,12,12,9,10,
5077,Americas Zone Challenge,2018,1,1,11,13,
5078,GNCC Mens Club Playdowns,2017,12,12,14,17,
5079,GNCC Womens Club Playdowns,2017,12,12,15,17,
5080,Wisconsin Womens Club Playdowns,2017,12,12,14,17,
5081,Wisconsin Mens Club Playdowns,2017,12,12,14,17,
5082,BC Scotties Open Event #2,2017,12,12,15,17,
5083,Alberta Scotties - Southerns,2017,12,12,15,17,
5084,Alberta Scotties - Northerns,2017,12,12,15,17,
5085,Ontario Scotties - Challenge Round,2017,12,12,15,17,
5086,Ontario Tankard - Qualifier 1,2017,12,12,15,17,
5087,Ontario Tankard - Qualifier 2,2017,12,12,15,17,
5088,Ontario Tankard - Qualifier 3,2017,12,12,15,17,
5089,Quebec Tankard - Eastern Zones,2017,12,12,16,17,
5090,Quebec Tankard - Western Zones,2017,12,12,15,17,
5091,Manitoba Scotties - Winnipeg Regional,2017,12,12,16,17,
5092,Manitoba Scotties - Westman Regional,2017,12,12,16,17,
5093,Manitoba Scotties - Central Regional,2017,12,12,16,17,
5094,Manitoba Scotties - Parkland Regional,2017,12,12,16,17,
5095,Saskatchewan Viterra Scotties Last Chance,2017,12,12,15,17,
5096,New Brunswick Scotties Prelims,2017,12,12,15,17,
5097,Nova Scotia Deloitte Tankard Qualifier,2017,12,12,15,17,
5098,BC Boston Pizza Junior Mens Curling Championship,2017,12,12,18,23,
5099,BC Boston Pizza Junior Womens Curling Championship,2017,12,12,18,23,
5100,Newfoundland & Labrador Junior Mens Provincials,2017,12,12,18,22,
5101,Newfoundland & Labrador Junior Womens Provincials,2017,12,12,18,22,
5102,Manitoba Canola Junior Womens Provincials,2017,12,12,26,31,
5103,Manitoba Canola Junior Mens Provincials,2017,12,12,26,31,
5104,Scotties Tournament of Hearts,2018,1,2,27,4,
5105,Ontario Junior Mens Provincials,2017,12,12,27,30,
5106,Ontario Junior Womens Provincials,2017,12,12,27,30,
5107,Saskatchewan Jiffy Lube Junior Mens Provincials,2017,12,12,27,31,
5108,Saskatchewan Jiffy Lube Junior Womens Provincials,2017,12,12,27,31,
5109,New Holland Canadian Junior Mens Championship,2018,1,1,13,21,
5110,New Holland Canadian Junior Womens Championship,2018,1,1,13,21,
5111,World Junior Mens Curling Championship,2018,3,3,3,10,
5112,World Junior Womens Curling Championship,2018,3,3,3,10,
5113,Alberta Junior Mens Provincials,2017,12,12,27,30,
5114,Alberta Junior Womens Provincials,2017,12,12,27,30,
5115,PEI Pepsi Junior Mens Provincials,2017,12,12,27,30,
5116,PEI Pepsi Junior Womens Provincials,2017,12,12,27,30,
5117,Northern Ontario Best Western Junior Mens Provincials,2017,12,12,27,30,
5118,Northern Ontario Best Western Junior Womens Provincials,2017,12,12,27,30,
5119,Quebec Performance Brush Junior Mens Provincials,2017,12,12,27,31,
5120,Quebec Performance Brush Junior Womens Provincials,2017,12,12,27,31,
5121,Challenge Assurances Jean Gamache,2018,1,1,19,21,
5122,Nova Scotia AMJ Campbell Junior Mens Provincials,2017,12,12,27,31,
5123,Nova Scotia AMJ Campbell Junior Womens Provincials,2017,12,12,27,31,
5124,New Brunswick Scotties,2018,1,1,4,7,
5125,PEI Scotties,2018,1,1,4,7,
5126,PEI Tankard,2018,1,1,4,7,
5127,Jiffy Lube Alberta Scotties,2018,1,1,10,14,
5128,BC Scotties,2018,1,1,2,7,
5129,FORD World Womens Curling Championship,2018,3,3,17,25,
5130,Northern Ontario Scotties,2018,1,1,10,14,
5131,Newfoundland & Labrador Scotties,2018,1,1,2,7,
5132,Manitoba Scotties,2018,1,1,10,14,
5133,Viterra Saskatchewan Scotties,2018,1,1,2,7,
5134,U21 Royal Slam,2017,9,9,8,10,
5135,U21 Royal Slam,2017,9,9,8,10,
5136,U21 Nautius Slam,2017,9,10,29,1,
5137,U21 Nautius Slam,2017,9,10,29,1,
5138,U21 Crystal Slam,2017,10,10,20,22,
5139,U21 Crystal Slam,2017,10,10,19,21,
5140,Wisconsin U18 Mens Championship,2017,12,12,27,30,
5141,Wisconsin U18 Womens Championship,2017,12,12,27,30,
5142,CYCA Ray Kingsmith Memorial Junior Mens Bonspiel,2017,12,12,28,30,
5143,CYCA Ray Kingsmith Memorial Junior Womens Bonspiel,2017,12,12,28,30,
5144,GNCC U18 Mens Championship,2017,12,12,28,30,
5145,GNCC U18 Womens Championship,2017,12,12,28,30,
5146,Dakota Territory U18 Mens Championship,2017,12,12,28,30,
5147,Dakota Territory U18 Womens Championship,2017,12,12,28,30,
5148,Minnesota Mens Club Championship,2017,12,12,28,30,
5149,Minnesota Womens Club Championship,2017,12,12,28,30,
5150,USA Women's Challenge Round,2018,1,1,4,7,
5151,USA Men's Challenge Round,2018,1,1,4,7,
5152,NWT Scotties,2018,1,1,4,7,
5153,Arctic Winter Games - Alberta North,2018,1,1,5,7,
5154,BC Mens - Lower Mainland Playdowns,2018,1,1,5,7,
5155,Northern Ontario Mens West Qualifier,2018,1,1,5,7,
5156,Red Deer Servus U18 Men's Bonspiel,2018,1,1,5,7,
5157,Red Deer Servus U18 Women's Bonspiel,2018,1,1,5,7,
5158,Manitoba Viterra Mens - Winnipeg Region,2018,1,1,5,7,
5159,Manitoba Viterra Mens - Norman Regional,2018,1,1,5,7,
5160,Manitoba Viterra Mens - Parkland Regional,2018,1,1,5,7,
5161,Manitoba Viterra Mens - Westman Regional,2018,1,1,5,7,
5162,Manitoba Viterra Mens - Central Regional,2018,1,1,5,7,
5163,Manitoba Viterra Mens - Eastman Regional,2018,1,1,5,7,
5164,Manitoba Viterra Mens - Interlake Regional,2018,1,1,5,7,
5165,Nova Scotia Scotties,2018,1,1,9,14,
5166,Nova Scotia Deloitte Tankard,2018,1,1,9,14,
5167,Quebec Scotties,2018,1,1,9,14,
5168,Yukon Mens Championship,2018,1,1,11,14,
5169,The Big Spiel,2018,1,1,11,14,
5170,Peace Tour Championship - Challenge,2018,1,1,12,14,
5171,Peace Tour Championship - Junior,2018,1,1,13,14,
5172,Dairy Farmers of Ontario Tankard - Qualifier A,2018,1,1,12,14,
5173,Dairy Farmers of Ontario Tankard - Qualifier B,2018,1,1,12,14,
5174,USA Mixed Doubles Championship,2018,1,1,17,21,
5175,New Brunswick Tankard Prelims,2018,1,1,19,21,
5176,Dairy Farmers of Ontario Tankard - Challenge Round,2018,1,1,19,21,
5177,SaskTel Tankard Southern Qualifier,2018,1,1,19,21,
5178,SaskTel Tankard Northern Qualifier,2018,1,1,19,21,
5179,USA Senior Mens National Championship,2018,1,1,25,28,
5180,USA Senior Womens National Championship,2018,1,1,25,28,
5181,Estonian National Mens Curling Championship,2018,1,1,25,28,
5182,Estonian National Womens Curling Championship,2018,1,1,25,28,
5183,USA Junior Mens National Championship,2018,1,2,27,3,
5184,USA Junior Womens National Championship,2018,1,2,27,3,
5185,Papa Johns New Brunswick Tankard Wildcard,2018,1,1,26,28,
5186,New Brunswick CWG Mens Q1,2018,1,1,26,28,
5187,New Brunswick CWG Womens Q1,2018,1,1,26,28,
5188,Benson Mortgages Mixed Doubles Classic,2018,2,2,2,4,
5189,Swedish Junior Mens Championship,2017,12,12,14,17,
5190,Swedish Junior Womens Championship,2017,12,12,14,17,
5191,Pyeongchang Winter Games - Doubles,2018,2,2,8,13,
5192,Manitoba Viterra Championship,2018,1,2,31,4,
5193,NWT Men's Championships,2018,2,2,7,11,
5194,Papa Johns New Brunswick Tankard,2018,2,2,7,11,
5195,WFG Quebec Tankard,2018,2,2,2,11,
5196,belairdirect BC Mens Championship,2018,1,2,30,4,
5197,Travelers Northern Ontario Mens Championship,2017,2,2,7,11,
5198,Alberta Boston Pizza Cup,2018,1,2,31,4,
5199,New Brunswick Masters Mens Championship,2018,2,2,2,5,
5200,New Brunswick Masters Womens Championship,2018,2,2,2,5,
5201,Elmira OJCT U18 Mens Event,2018,2,2,2,4,
5202,Elmira OJCT U18 Womens Event,2018,2,2,2,4,
5203,AJCT Mixed Doubles,2018,2,2,3,4,
5204,Alberta Boston Pizza Cup Northerns,2018,1,1,5,7,
5206,Qinghai International,2017,12,12,15,20,
5207,Qinghai International,2017,12,12,15,20,
5208,Northern Ontario Mens East Qualifier,2018,1,1,19,21,
5209,Canadian Visually Impaired Curling Championship,2018,2,2,2,10,
5210,Swiss Super League,2018,12,1,8,28,
5211,New Brunswick CWG Mens Q2,2018,2,2,9,11,
5212,New Brunswick CWG Womens Q2,2018,2,2,9,11,
5213,USA Mens Club National Championship,2018,2,2,10,17,
5214,USA Womens Club National Championship,2018,2,2,10,17,
5215,Swiss Curling Championship,2018,2,2,10,17,
5216,Swiss Curling Championship,2018,2,2,10,17,
5217,Yukon Senior Mens Championship,2018,2,2,15,18,
5218,Alberta Winter Games Mixed Doubles,2018,2,2,16,18,
5219,Simms Home Hardware U18 Mens Championship,2018,2,2,16,18,
5220,Simms Home Hardware U18 Womens Championship,2018,2,2,16,18,
5221,USA U18 Mens Championship,2018,2,2,21,25,
5222,USA U18 Womens Championship,2018,2,2,21,25,
5223,Amsterdam Inn & Suites Senior Championships,2018,2,2,21,25,
5224,Amsterdam Inn & Suites Senior Championships,2018,2,2,21,25,
5225,Estonian Mixed Doubles National Championship,2018,2,2,22,25,
5226,English National Mens Curling Championship,2018,2,2,22,25,
5227,English National Womens Curling Championship,2018,2,2,22,25,
5228,New Brunswick Mixed Doubles Championship,2018,2,2,23,25,
5229,GNCC Mixed Championship,2018,2,2,22,25,
5230,Teulon MJCT Mens Spiel,2018,2,2,23,25,
5231,Teulon MJCT Womens Spiel,2018,2,2,23,25,
5232,Scottish Curling Championships,2018,2,2,10,17,
5233,Scottish Curling Championships,2018,2,2,10,17,
5234,Scottish World Championship Playoff,2018,3,3,3,4,
5235,Scottish World Championship Playoff,2018,3,3,3,4,
5236,USA Men's National Championship,2018,3,3,3,10,
5237,Tim Hortons Brier,2018,3,3,3,11,
5238,Alberta High School Curling Provincials - Boys,2018,3,3,1,4,
5239,Alberta High School Curling Provincials - Girls,2018,3,3,1,4,
5240,Alberta High School Curling Provincials - Mixed,2018,3,3,1,4,
5241,USA Curling College Championship,2018,3,3,9,11,
5242,Paralympic Winter Games,2018,3,3,9,18,
5243,New Brunswick U21 Junior Mixed,2018,3,3,16,18,
5244,New Brunswick U15 Junior Mixed,2018,3,3,16,18,
5245,WCT Arctic Cup Mixed Doubles,2018,5,5,23,28,
5246,USA Mixed National Championship,2018,3,3,23,31,
5247,AJCT Players' Championship,2018,3,3,16,18,
5248,AJCT Players' Championship,2018,3,3,16,18,
5249,New Brunswick CWG Mens Finals,2018,3,3,22,25,
5250,New Brunswick CWG Womens Finals,2018,3,3,22,25,
5251,New Brunswick Mens Travelers Provincials,2018,3,3,23,25,
5252,New Brunswick Womens Travelers Provincials,2018,3,3,23,25,
5253,Morris MJCT Mens Spiel,2018,3,3,23,25,
5254,Morris MJCT Womens Spiel,2018,3,3,23,25,
5255,New Brunswick Mixed Provincials,2018,3,3,23,25,
5256,Norwegian National Championship,2018,3,3,23,25,
5257,Norway Cup 3,2018,2,2,9,11,
5258,Norway Cup 1,2017,9,9,22,24,
5259,Norway Cup 2,2017,11,11,10,12,
5260,Swedish National Championship,2018,3,3,22,26,
5262,Canadian Mixed Doubles Curling Championship,2018,3,4,28,1,
5263,Dumfries Junior International,2018,3,4,30,1,
5264,Don Baldwin Memorial MJCT,2018,4,4,6,8,
5265,Don Baldwin Memorial MJCT,2018,4,4,6,8,
5266,Japan Curling Championship,2018,1,2,29,4,
5267,Japan Curling Championship,2018,1,2,29,4,
5268,USports Men's Curling Championship,2018,3,3,24,28,
5269,USports Women's Curling Championship,2018,3,3,24,28,
5270,Dave Jones Stanhope Simpson Insurance Mayflower Cashspiel,2018,11,11,1,4,2
5271,Dave Jones Alexander Keiths Mayflower Cash Spiel,2018,11,11,1,4,3
5273,World Mixed Doubles Curling Championship,2018,4,4,21,28,
5274,Tim Hortons Brier,2019,3,3,2,10,1
5275,Stockholm Ladies Curling Cup,2018,10,10,5,7,2
5276,Canad Inns Men's Classic,2018,10,10,12,15,3
5277,Canad Inns Women's Classic,2018,10,10,18,21,2
5278,HDF Insurance Shoot-Out,2018,9,9,6,9,2
5279,AMJ Campbell Shorty Jenkins Classic,2018,9,9,13,16,2
5280,AMJ Campbell Shorty Jenkins Classic,2018,9,9,13,16,3
5281,Driving Force Abbotsford Cashspiel,2018,10,10,12,14,2
5282,Driving Force Abbotsford Cashspiel,2018,10,10,12,14,3
5283,NAVY Fall Classic Open Bonspiel,2018,9,9,28,30,
5284,OJCT U21 Championship Invitational,2018,4,4,27,29,
5285,OJCT U21 Championship Invitational,2018,4,4,27,29,
5286,OJCT U18 Championship Invitational,2018,4,4,27,29,
5287,OJCT U18 Championship Invitational,2018,4,4,27,29,
5288,USA Arena National Women's Championship,2018,5,5,1,6,
5289,USA Arena National Men's Championship,2018,5,5,1,6,
5290,Royal LePage Women's Fall Classic,2018,11,11,1,4,2
5291,Stroud Sleeman Cash Spiel,2018,10,10,11,14,3
5292,Stroud Sleeman Cash Spiel,2018,10,10,11,14,2
5293,Stu Sells Oakville Tankard,2018,9,9,6,9,3
5294,Stu Sells Oakville Tankard,2018,9,9,6,9,2
5295,Oakville Fall Classic,2018,8,9,30,2,3
5296,Oakville Fall Classic,2018,8,9,30,2,2
5297,Colonial Square Ladies Classic,2018,9,9,14,17,2
5298,StuSells Toronto Tankard,2018,10,10,5,8,2
5299,StuSells Toronto Tankard,2018,10,10,5,8,3
5300,Atkins Curling Supplies Classic,2018,10,10,12,15,3
5301,Atkins Curling Supplies Classic,2018,10,10,12,15,2
5302,Ed Werenich Golden Wrench Classic presented by The Lodge Sasquatch Kitchen,2019,1,1,24,27,3
5303,Canad Inns Mixed Doubles Championship,2018,11,11,16,19,
5304,Audi quattro Winter Games NZ Mixed Doubles,2018,8,8,26,30,
5305,Kamloops Crown of Curling,2018,10,10,26,28,3
5306,Kamloops Crown of Curling,2018,10,10,26,28,2
5307,Challenge de Curling de Gatineau (Arena),2018,10,10,18,21,3
5308,MadTown DoubleDown presented by Leinenkugel's,2018,11,11,2,4,
5309,Qualico Mixed Doubles Classic,2019,1,1,3,6,
5312,GSOC Tour Challenge Tier 1,2018,11,11,6,11,3
5313,GSOC Tour Challenge Tier 1,2018,11,11,6,11,2
5314,GSOC Tour Challenge Tier 2,2018,11,11,6,11,3
5315,GSOC Tour Challenge Tier 2,2018,11,11,6,11,2
5316,Canadian Beef Masters of Curling,2018,10,10,23,28,2
5317,Canadian Beef Masters of Curling,2018,10,10,23,28,3
5318,Boost National,2018,12,12,11,16,2
5319,Boost National,2018,12,12,11,16,3
5320,Meridian Canadian Open,2019,1,1,8,13,3
5321,Meridian Canadian Open,2019,1,1,8,13,2
5322,Players' Championship,2019,4,4,9,14,2
5323,Players' Championship,2019,4,4,9,14,3
5324,Humpty's Champions Cup,2019,4,4,23,28,3
5325,Humpty's Champions Cup,2019,4,4,23,28,2
5327,KW Fall Classic,2018,9,9,20,23,3
5328,KW Fall Classic,2018,9,9,20,23,2
5329,Red Deer Curling Classic,2018,11,11,16,19,3
5330,Red Deer Curling Classic,2018,11,11,16,19,2
5331,Home Hardware Canada Cup of Curling,2018,12,12,5,9,1
5332,Home Hardware Canada Cup of Curling,2018,12,12,5,9,0
5333,Gord Carroll Curling Classic - Presented by  Winchester Glen Retirement,2018,10,10,26,28,2
5334,DEKALB Superspiel,2018,11,11,2,5,2
5335,DEKALB Superspiel,2018,11,11,2,5,3
5336,Paf Masters Tour,2018,10,10,18,21,2
5337,Baden Masters,2018,8,8,24,26,3
5338,Hokkaido Bank Curling Classic,2018,8,8,2,5,3
5339,Hokkaido Bank Curling Classic,2018,8,8,2,5,2
5340,Mother Club Fall Curling Classic,2018,9,9,20,23,3
5341,Mother Club Fall Curling Classic,2018,9,9,20,23,2
5342,GOLDLINE Icebreaker at The Granite,2018,8,8,24,26,3
5343,GOLDLINE Icebreaker at The Granite,2018,8,8,24,26,2
5344,Oberstdorf International Mixed Doubles Cup,2018,9,9,6,9,
5345,WCT Tallinn Mixed Doubles International,2018,9,9,21,23,
5346,WCT Mixed Doubles Cup Geising,2018,10,10,25,28,
5347,Mixed Doubles Bern,2018,11,11,16,18,
5349,Southern Mixed Doubles,2018,12,12,28,30,
5350,International Mixed Doubles Trophy Aarau,2019,2,2,8,10,
5351,WCT Tallinn Masters Mixed Doubles,2019,2,2,15,17,
5352,Westbay Hungarian Mixed Doubles Cup,2019,3,3,14,17,
5353,LODE Latvian Mixed Doubles Curling Cup 1,2019,4,4,4,7,
5354,LODE Latvian Mixed Doubles Curling Cup 2,2019,4,4,11,14,
5355,Challenge Casino de Charlevoix,2018,11,11,22,25,3
5356,King Cash Spiel,2018,9,9,14,16,2
5357,King Cash Spiel,2018,9,9,14,17,3
5358,WFG Jim Sullivan Curling Classic,2018,12,12,7,9,2
5359,WFG Jim Sullivan Curling Classic,2018,12,12,7,9,3
5361,Avonair Cash Spiel,2018,9,9,27,30,3
5362,Curlers Corner Autumn Gold Curling Classic,2018,10,10,5,8,2
5363,Tim Hortons Spitfire Arms Cash Spiel,2018,11,11,23,25,2
5364,SaskTel Tankard,2019,2,2,6,10,1
5365,Ashley HomeStore Curling Classic,2018,11,11,23,26,3
5366,Curl Mesabi Classic,2018,11,12,30,2,3
5367,Curl Mesabi Classic,2018,11,12,30,2,2
5369,Womens Masters Basel,2018,10,10,12,14,2
5370,ASHAM U.S. Open of Curling,2018,12,12,28,31,3
5371,Ontario Tankard - Open Qualifier,2019,1,1,11,13,1
5372,Latvia International Challenger,2018,10,10,25,28,3
5373,Latvia International Challenger,2018,10,10,25,28,2
5374,Crestwood Ladies Fall Classic,2018,11,11,8,11,2
5376,Curling Masters Champery,2018,10,10,18,21,3
5377,Stu Sells 1824 Halifax Classic,2018,11,11,15,18,3
5378,Tallinn Mens International Challenger,2018,9,9,28,30,3
5379,Tallinn Ladies International Challenger,2018,9,9,28,30,2
5380,International Bernese Ladies Cup,2019,1,1,10,13,2
5381,Glynhill Ladies International,2019,1,1,17,20,2
5382,WCT Dutch Masters Mixed Doubles,2019,1,1,11,13,
5383,LGT World Women's Curling Championship,2019,3,3,16,24,0
5384,International Mixed Doubles Dumfries,2019,3,3,21,24,
5385,Italian Mixed Doubles Cup,2018,12,12,20,23,
5388,Braehead Junior Invitational,2018,11,11,2,4,
5389,Braehead Junior Invitational,2018,11,11,2,4,
5392,EJCT Prague Junior Womens Cup,2018,11,11,16,19,
5393,EJCT Prague Junior Mens Cup,2018,11,11,16,19,
5396,Medicine Hat Charity Classic,2018,10,10,19,22,3
5397,Medicine Hat Charity Classic,2018,10,10,19,22,2
5399,Boundary Ford Curling Classic,2018,11,11,23,26,2
5400,CurlON Men's Cash Spiel - Acton,2018,12,12,14,16,3
5401,Estevan SCT,2018,11,12,30,2,3
5402,CurlON Men's Cash Spiel - RCMP,2018,12,12,14,16,3
5403,Australian Mens Curling Championship,2018,6,6,7,10,
5404,Australian Womens Curling Championship,2018,6,6,7,10,
5405,Australian Mixed Curling Championship,2018,6,6,6,8,
5406,Original 16 WCT Bonspiel,2018,11,11,9,11,3
5407,Prestige Hotels & Resorts Curling Classic,2018,9,9,28,30,3
5408,Prestige Hotels & Resorts Curling Classic,2018,9,9,27,30,2
5409,Karuizawa International,2018,12,12,20,23,3
5410,Karuizawa International,2018,12,12,20,23,2
5411,Raymond James Kelowna Double Cash,2018,11,11,2,4,
5412,Sunset Ranch Kelowna Double Cash,2018,11,11,2,4,
5413,Le Gruyere AOP European Curling Championships,2018,11,11,16,24,1
5414,Grand Prix Bern Inter Curling Challenge,2018,11,11,2,4,3
5415,International Mixed Doubles Sochi,2018,11,11,8,11,
5416,International Mixed Doubles Sochi 2,2019,2,3,28,3,
5417,Nova Scotia Scotties - Qualifier,2018,12,12,6,9,0
5418,Moosehead Classic Open,2018,10,10,5,8,
5419,BC Mens Curling Championship,2019,1,2,29,3,1
5420,Swiss Cup Basel,2018,10,10,4,7,3
5421,Carleton Heights Labour Day U21 Spiel,2018,8,9,31,2,
5422,Carleton Heights Labour Day U21 Spiel,2018,8,9,31,2,
5423,Stu Sells Junior Mens Tankard,2018,9,9,14,16,
5424,Stu Sells Junior Womens Tankard,2018,9,9,14,16,
5425,Hogline U18 Junior Womens Spiel,2018,9,9,28,30,
5426,Hogline U18 Junior Mens Spiel,2018,9,9,28,30,
5427,Southern Ontario Mens SuperSpiel Qualifier,2018,9,9,28,30,
5428,Southern Ontario Womens SuperSpiel Qualifier,2018,9,9,28,30,
5429,Oakville Optimist U18 Junior Mens Bonspiel,2018,9,9,28,30,
5430,Oakville Optimist U18 Junior Womens Bonspiel,2018,9,9,28,30,
5431,Coldwater Rocktoberfest U18 Womens Spiel,2018,10,10,12,14,
5432,Coldwater Rocktoberfest U18 Mens Spiel,2018,10,10,12,14,
5433,Brampton U21 Junior Mens Cashspiel,2018,10,10,19,21,
5434,Brampton U21 Junior Womens Cashspiel,2018,10,10,19,21,
5435,OVCA Junior Superspiel Womens Qualifier,2018,10,10,19,21,
5436,OVCA Junior Superspiel Mens Qualifier,2018,10,10,19,21,
5437,BrokerLink OVCA U21 Junior Superspiel,2018,10,10,26,28,
5438,KW Granite U18 Boys Spiel,2018,12,12,15,16,
5439,KW Granite U18 Girls Spiel,2018,12,12,15,16,
5440,Stu Sells U18 Junior Tankard,2018,11,12,30,2,
5441,Stu Sells U18 Junior Tankard,2018,11,12,30,2,
5442,KW U21 Mens Classic,2018,11,11,2,4,
5443,KW U18 Mens Classic,2018,11,11,2,4,
5445,KW U21 Womens Classic,2018,11,11,2,4,
5446,KW U18 Womens Classic,2018,11,11,2,4,
5447,CYCA Ray Kingsmith Memorial Bonspiel,2018,12,12,28,30,
5448,CYCA Ray Kingsmith Memorial Bonspiel,2018,12,12,28,30,
5449,Mercure Perth Masters,2019,1,1,3,6,3
5450,Curling World Cup Suzhou,2018,9,9,10,16,
5451,COMCO Cash Spiel,2018,11,11,9,11,3
5452,Let's Cure Lupus St. Paul Cash Spiel,2018,10,10,5,7,3
5453,St. Paul Let's Cure Lupus Cash Spiel,2018,10,10,5,7,2
5454,World Mixed Doubles Curling Championship,2019,4,4,20,27,
